asset,time,CapMrktEstUSD
sol,2021-03-15T00:00:00.000000000Z,3803310787.6165602443499486575
sol,2021-03-16T00:00:00.000000000Z,3645129569.1735306954203938846
sol,2021-03-17T00:00:00.000000000Z,3797786647.0037252794179101352
sol,2021-03-18T00:00:00.000000000Z,3808061788.12342778052224996
sol,2021-03-19T00:00:00.000000000Z,3782492545.9689572596889575239
sol,2021-03-20T00:00:00.000000000Z,3813503846.107314053347642585
sol,2021-03-21T00:00:00.000000000Z,3811604458.9012246926533649546
sol,2021-03-22T00:00:00.000000000Z,3982678039.995396941612722392
sol,2021-03-23T00:00:00.000000000Z,3800307551.9060501264406810336
sol,2021-03-24T00:00:00.000000000Z,3663455674.2495854102328017076
sol,2021-03-25T00:00:00.000000000Z,3469628795.3626423449712618153
sol,2021-03-26T00:00:00.000000000Z,3936247035.6259207092779025
sol,2021-03-27T00:00:00.000000000Z,4444961818.661019699731112978
sol,2021-03-28T00:00:00.000000000Z,4851059565.4695004579145756247
sol,2021-03-29T00:00:00.000000000Z,5057523003.5912066470507197588
sol,2021-03-30T00:00:00.000000000Z,5150871238.5754185262421056044
sol,2021-03-31T00:00:00.000000000Z,5215549536.04831736081189025
sol,2021-04-01T00:00:00.000000000Z,5122828961.8200948475978671344
sol,2021-04-02T00:00:00.000000000Z,5280584231.932228557979436586
sol,2021-04-03T00:00:00.000000000Z,6112036883.047592045339401644
sol,2021-04-04T00:00:00.000000000Z,6443774854.748782364982367768
sol,2021-04-05T00:00:00.000000000Z,6149747906.4477370296925348776
sol,2021-04-06T00:00:00.000000000Z,6696184012.514160492699073228
sol,2021-04-07T00:00:00.000000000Z,7224169088.47847660015856028
sol,2021-04-08T00:00:00.000000000Z,7239337927.4106847515415055056
sol,2021-04-09T00:00:00.000000000Z,7451027758.9738556668225562686
sol,2021-04-10T00:00:00.000000000Z,7224482515.883967523825471917
sol,2021-04-11T00:00:00.000000000Z,7508360478.7409809133469798806
sol,2021-04-12T00:00:00.000000000Z,7685177458.6697374788009893379
sol,2021-04-13T00:00:00.000000000Z,7455144039.3862119961517576268
